ID|Q_ID|ANSWER|CORRECT
24741|71|В том случае, когда начала отсчета совпадает с центром массы.|
24742|88|Обычные силы возникают только тогда, когда на них действуют другие тела.|
24743|56|Когда между ними не происходит передача кинетической энергии.|
24744|9|Бесконечно много.|
24745|12|Функции характеризуют макроскопические параметры.|
24746|8|Уравнение, связывающее термодинамические параметры системы в равновесном состоянии.|
24747|63|Оба изменяют температуру.|
24748|65|Вместо молекул нужноструктурных единиц|
24749|61|Потому что нет минусовых значений.|
24750|20|В теле А молекулы движутся медленнее, чем в теле В.|
24751|79|Все необратимые процессы|
24752|93|Давление газа при постоянном объеме|
24753|16|В термодинамике это уравнение состояния системы, а в статической мат. Точки|
24754|51|Температура, при которой сосуществуют в фазовом равновесии твердая, жидкая и газообразная фаза одного и того же вещества, называется тройной точкой|
24755|22|второй закон термодинамики.|
24756|94|Температура, при которой твердая и жидкая фаза одного и того же вещества сосуществуют в фазовом равновесии при нормальном атмосферном давлении , называется нормальной точкой плавления|
24757|58|Атмосферные условия.|
24758|95|в равномерном движении|
24759|57|в равномерном движении|
24760|54|в равномерном движении|
24761|72|в равномерном движении|
24762|88|в равномерном движении|
24763|67|в равномерном движении|
24764|48|в равномерном движении|
24765|21|в равномерном движении|
24766|32|в равномерном движении|
24767|27|в равномерном движении|
24768|42|в равномерном движении|
24769|11|в равномерном движении|
24770|45|в равномерном движении|
24771|69|в равномерном движении|
24772|71|в равномерном движении|
24773|63|в равномерном движении|
24774|93|в равномерном движении|
24775|9|в равномерном движении|
24776|8|в равномерном движении|
24777|94|в равномерном движении|
24778|16|в равномерном движении|
24779|58|в равномерном движении|
24780|51|в равномерном движении|
24781|20|в равномерном движении|
24782|65|в равномерном движении|
24783|61|в равномерном движении|
24784|12|в равномерном движении|
24785|56|в равномерном движении|
24786|79|в равномерном движении|
24787|22|в равномерном движении|
24788|71|Если тела движутся с постоянной скоростью|
24789|88|действуют в исо|
24790|57|в 2 раза|
24791|42|из-за силы кариолиса|
24792|27|удвоенному моменту инерции|
24793|48|из-за большего момента инерции у полых тел|
24794|95|эллипс|
24795|54|из-за несовершенства кораблей|
24796|21|из-за наклона земной оси (прецессия)|
24797|72|замкнутой системы|
24798|45|как 1 к 1|
24799|69|вращательное движение|
24800|32|так как они компенсируются|
24801|67|сила реакции опоры|
24802|12|веревкой|
24803|94|и при нормальном давлении|
24804|9|3|
24805|11|1|
24806|79|постоянны|
24807|58|ограничительные|
24808|16|в статистической физике оно дольше выражается|
24809|61|потому что 0 соответствует абсолютному нулю|
24810|20|происходит теплообмен|
24811|65|в атоме|
24812|93|длина ртутного столбика|
24813|22|2 начало термодинамики|
24814|51|при нормальном атмосферном давлении|
24815|63|оба определяют температуру|
24816|56|не происходит теплообмена|
24817|8|соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами|
24818|11|Один.|
24819|67|Сила реакции опоры|
24820|95|по эллиптическим траекториям.|
24821|32|На движущееся тело относительно Земли действуют только две силы инерции.|
24822|42|присутствует кориолисова сила.|
24823|88|Обычные силы возникают только тогда, когда на них действуют другие тела.|
24824|72|однородность времени означает, что если в два любые момента времени все тела некоторой замкнутой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково|
24825|54|Она меняется в зависимости от различных факторов|
24826|71|В том случае, когда начала отсчета совпадает с центром массы.|
24827|57|Скорость вращательного движения изменилась в два раза.|
24828|45|1.21|
24829|21|В связи с неравномерностью вращения Земли.|
24830|27|Сумма равна удвоенному моменту инерции данного тела.|
24831|48|Потому что момент инерции полых тел больше, чем сплошных.|
24832|69|Вращ. движение|
24833|56|В том случае, когда между ними не происходит передача кинетической энергии.|
24834|79|Все необратимые процессы|
24835|61|Потому что нет минусовых значений.|
24836|93|Давление газа при постоянном объеме|
24837|9|Бесконечно много.|
24838|58|Атмосф.|
24839|51|Без при нормальном атмосферном давлении|
24840|20|В теле А молекулы движутся медленнее, чем в теле В.|
24841|8|Уравнение, связывающее термодинамические параметры системы в равновесном состоянии.|
24842|22|2-ой закон термодинамики.|
24843|16|В термодинамике это уравнение состояния системы, а в статической мат. Точки|
24844|63|Они оба изменяют температуру.|
24845|12|Функции характеризуют макроскопические параметры.|
24846|94|Нужно добавить вещества сосуществуют в фазовом равновесии при нормальном атмосферном давлении|
24847|65|моль есть количество вещества системы, содержащей столько же структурных единиц, сколько содержится атомов в углероде-12 массой 0,012 кг|
24848|42|Кориолисова сила инерции (или просто кориолисова сила) которая действует перпендикулярно к относительной скорости тела, движущегося во вращающейся СО, и поэтому искривляет его траекторию. Очевидно, эта сила является гироскопической и не совершает работу. Если тело покоится во вращающейся НСО, то на него Кориолисов сила не действует. Оно лишь подвергается действия центробежной силы. Как тело начнет двигаться (в отличном от направлении), оно будет подвергаться еще и действия кориолисовой силы. Вот почему удержаться в транспорте на поворотах легче в неподвижном положении, чем при движении.|
24849|32|При рассмотрении планетных движений мы не учитывали движение Солнца, считая его массу бесконечно. Кроме того, при движении вблизи Земли мы будем пренебрегать силами гравитационного притяжения Солнца, Луны и планет|
24850|69|В начале пируэта балерина становится на носок и, отталкиваясь другой ногой от пола, сообщает себе некоторый вращательный импульс.Готовясь к прыжку(сальто), акробат несколько наклоняется вперед, поднимает руки и затем прыгает, сообщая себе при этом вращательное движение. Через мгновение акробат переходит в положение б, его момент инерции уменьшается, и по закону сохранения момента количества движения он начинает быстро вращаться.|
24851|11|Тело, имеющее одну неподвижную точку, из одного положения в любое другое можно перевести одним поворотом вокруг оси, проходящей через неподвижную точку. Эту ось называют осью конечного вращения. Положение тела с неподвижной точкой относительно некоторой системы отсчета можно полностью определить, если задать на какой-либо неподвижной сфере, описанной из неподвижной точки тела, положение сферической фигуры, скрепленной с этим телом. За сферическую фигуру можно принять любую часть поверхности сферы таким же радиусом, что и радиус неподвижной сферы, который обычно принимают равным единице|
24852|67|Вес тела - это сила, с которой любое тело вследствие притяжения Земли действует на опору или подвес.|
24853|72|Однородность времени означает, что если в два любые момента времени все тела замкнутой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково. Однородность пространства означает, что если замкнутую систему тел перенести из одного места пространства в другое, поставив при этом все тела в ней в те же условия, в каких они находились в прежнем положении, то это не отразится на ходе всех последующих явлений.|
24854|21|Колебание продолжительности солнечных суток приводит к тому, что истинное солнечное время также колеблется относительно среднего солнечного времени. А именно: в результате накопления отклонений продолжительности солнечных суток от 24 часов солнечные часы спешат или отстают в зависимости от момента отсчёта.|
24855|71|В общем случае абсолютно твердое тело имеет 6 степеней свободы, и для описания его движения необходимы 6 независимых скалярных уравнений или 2 независимых векторных уравнения.Поскольку движущаяся точка О — это центр масс тела, то масса тела), то есть уравнение моментов относительно движущегося центра масс имеет такой же вид, что и относительно неподвижной точки.|
24856|54|3-ю космическую скорость обычно определяют как параболическую при M = M (масса Солнца) и R = 1 т.е. (радиус орбиты Земли), получая значение V3 = 42 км/с. Но при старте с поверхности Земли или с околоземной орбиты необходимо преодолеть еще притяжение планеты|
24857|88|Силы инерции - фиктивные силы, возникающие вследствие ускоренного движения системы отсчёта.|
24858|27|сумма моментов инерций твердого тела относительно трех взаимно перпендикулярных осей пересекающихся в точке О, равна удвоенному моменту инерции этого тела относительно точки пересечения О|
24859|48|потому что полые тела легче, чем сплошные тела той же геометрической формы|
24860|57|увеличилась в 2 раза|
24861|95|Каждая планета движется по эллипсу, в одном из фокусов которого находится Солнце.|
24862|45|Второй закон Кеплера гласит: за одинаковые промежутки времени радиус-вектора планет описывают одинаковые площади.|
24863|20|По этой причине в физике для установления рациональной температурной шкалы используют изменение давления определенного количества разреженного газа при постоянном объеме или изменение объема газа при постоянном давлении. Такую шкалу иногда называют идеальной газовой шкалой температур.|
24864|65|Моль есть количество вещества системы, содержащей столько же структурных элементов, сколько содержится атомов в углероде-12 массой 0,012 кг.|
24865|16|Как же представляет себе статистическая физика параметры состояния в термодинамике? По существу сказать: «Параметры состояния – это макрохарактеристика объекта», сказать: «Термодинамика занимается макросистемами» - означает, на языке теории вероятностей и статистики, что параметры состояния в термодинамике являются просто средними величинами, математическим ожиданием некоторых случайных величин.|
24866|8|соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами, такими как температура, давление, объём, химический потенциал, энтропия, внутренняя энергия, энтальпия и др. Уравнения состояния необходимы для получения с помощью математического аппарата термодинамики конкретных результатов, касающихся рассматриваемой системы.|
24867|56|Когда одно тело нагрето больше ,чем другое ,и для этого можно использовать руку или для более точного измерения термометр.|
24868|22|Термодинамическая температура обозначается буквой T, измеряется в кельвинах (обозначается K) и отсчитывается по абсолютной термодинамической шкале (шкале Кельвина). Абсолютная термодинамическая шкала является основной шкалой в физике и в уравнениях термодинамики.  Молекулярно-кинетическая теория, со своей стороны, связывает абсолютную температуру со средней кинетической энергией поступательного движения молекул идеального газа в условиях термодинамического равновесия.|
24869|79|в состоянии термодинамического равновесия все необратимые процессы прекращаются|
24870|58|Он состоит из двух связанных трубкой сфер: одна из них пустая, а другая частично наполнена водой. Если пустой шар поместить на солнце, то можно видеть, как в другом шаре булькают пузырьки воздуха в воде, потому что, когда шар разогревается, часть воздуха, заключенного в трубке, выходит наружу . Если затем поместить шар в тень, то вода подымется по трубке, пока не попадет в другой, пустой шар. Если после этого опять разогреть шар над огнем, явление повторится; то же самое получится, если шар облить горячей водой. И наоборот, если охладить шар, то вода выльется наружу|
24871|93|Эталоном современной термометрии является газовый термометр постоянного объёма (термометрической величиной является давление).|
24872|51|Температура, при которой твердая и жидкая фазы одного и того же вещества сосуществуют в фазовом равновесии при нормальном атмосферном давлении (101325 Н/м2), называется нормальной точкой плавления рассматриваемого вещества|
24873|61|Абсолютная шкала температуры называется так, потому что мера основного состояния нижнего предела температуры — абсолютный ноль, то есть наиболее низкая возможная температура, при которой в принципе невозможно извлечь из вещества тепловую энергию.|
24874|94|температура, при которой твердая и жидкая фаза одного и того же вещества сосуществуют в фазовом равновесии при нормальном атмосферном давлении, называется нормальной точкой плавления|
24875|9|При описании текущего состояния системы, в которой происходит квазистатический процесс, требуется столько же параметров, сколько и для макроскопического описания равновесного состояния.|
24876|63|и то и то показывает изменение температуры|
24877|12|Макроскопическое состояние (или макросостояние) — это состояние системы, характеризуемое небольшим числом величин (Р, V, T) и, быть может, еще некоторыми другими. Величины, характеризующие макросостояние, называются макроскопическими характеристиками. ... Любое изменение в термодинамической системе, связанное с изменением хотя бы одного его термодинамического параметра, называется термодинамическим процессом. Макроскопическая система находится в термодинамическом равновесии, если её состояние с течением времени не меняется (предполагается, что внешние условия рассматриваемой системы при этом не изменяются).|
24878|67|приложенная к нему - лишнее|
24879|57|уменьшилась в 2 раза|
24880|95|По эллиптическим орбитам|
24881|45|1 к 1|
24882|72|все тела замкнутой системы|
24883|69|Вращательное движение вокруг оси|
24884|88|Реальные силы - это силы взаимодействия двух тел , а силы инерции - фиктивные силы, не связанные с взаимодействием, которые вводятся в неинерциальных системах отсчёта так, чтобы законы механики в них совпадали с законами инерциальных систем.|
24885|21|Из-за эллиптичности земной орбиты|
24886|32|Эти гравитационные силы полностью компенсируются поступательными силами инерции, возникающими из ускорений, сообщаемых Земле и всем телам на Земле внешним гравитационным полем|
24887|71|уравнение моментов относительно движущегося начала имеет такой же вид, что и относительно неподвижного начала|
24888|54|Величина третьей космической скорости зависит от скорости планеты, которая меняется при движении относительно Солнца|
24889|42|При движении в транспорте на поворотах начинает действовать Корсиолова сила инерции|
24890|48|Вращательное движение описывается разными формулами|
24891|11|Твердое тело, имеющее одну неподвижную точку, может быть переведено из произвольного положения в другое произвольное положение путем поворота|
24892|27|сумма моментов инерции тела относительно трех произвольных осей, пересекающихся в одной точке О|
24893|93|произведение объема V данной массы газа на его давление Р|
24894|94|...данного вещества|
24895|63|С помощью термоскопа можно судить только об изменении степени нагретости тел,числовые значения нагретости тел он не показывает из-за отсутствия шкалы, в отличие от термометра|
24896|56|Между ними не произойдёт передачи кинетической энергии|
24897|12|макроскопические термодинамические параметры с функциями, характеризующими динамическое состояние системы|
24898|16|Для получения уравнения состояния статистическая физика рассматривает термодинамические параметры состояния как средние значения некоторых случайных величин, а термодинамика - роды взаимодействия термодинамической системы с внешней средой|
24899|61|потому что мера основного состояния нижнего предела температуры — абсолютный ноль, то есть наиболее низкая возможная температура, при которой в принципе невозможно извлечь из вещества тепловую энергию.|
24900|51|...данного вещества|
24901|65|молекул - структурных единиц данного вещества (молекул, атомов, ионов и др.)|
24902|20|средняя кинетическая энергия теплового движения молекул тела А меньше,, чем у Б|
24903|58|Показывает только уменьшение/увеличение температуры, без ее точного измерения|
24904|9|411|
24905|8|соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами, такими как температура, давление, объём...|
24906|22|P*V(m)=RT|
24907|79|необратимые процессы переноса|
24908|11|3 поворота и 3 оси|
24909|48|т.к. тела имеют разные моменты инерции и следовательно разные угловые скорости|
24910|69|вращательное движение|
24911|54|потому что гравитационная постоянная в пределах солнечной галактики не постоянна|
24912|57|увеличилась в 4 раза|
24913|72|Система должна быть замкнутой|
24914|88|Силы инерции отличаются от сил классической механики тем что они обусловлены не действием каких-либо тел на данное тело, а наличием ускорения неинерциальной системы отсчета относительно любой инерциальной|
24915|32|Потому что они очень малы по сравнению с остальными, из-за большого расстояния|
24916|27|Удвоенному моменту относительно этой точки|
24917|45|1/1|
24918|95|По эллипсовидным траекториям|
24919|21|Изменение угловой скорости вращения Земли из-за изменения её момента инерции|
24920|71|Когда скорость движущийся начала параллельна скорости центра масс|
24921|42|Если пассажир перемещается по салону транспорта, который производит поворот, то на него, кроме центробежной силы инерции, будет действовать и сила Кориолиса. В связи с этим легче удержаться, находясь в неподвижном состоянии.|
24922|79|Процессы не прекращаются, а остаются неизменными|
24923|67|весом тела называется сила, равная и противоположно направленная силе, с которой это тело действует на подставку, на которой оно лежит, или тянет за подвес, к которому оно подвешено|
24924|9|Четыре|
24925|16|понятие и определение энтропии|
24926|22|Уравнение состояния идеального газа|
24927|61|За ноль шкалы принята не относительная величина, а минимальный предел температуры тел во Вселенной|
24928|65|Не молекул, а структурных элементов|
24929|94|Процессы должны происходить при атмосферном давлении|
24930|93|Давление и объём|
24931|58|Показания термоскопа зависят от атмосферного давления|
24932|56|Перестанут быть заметными всевозможные видимые изменения в состоянии тел|
24933|63|Принципом работы, термоскоп - предок термометра|
24934|51|Тройная точка определяется не только температурой, но и давлением|
24935|8|Соотношение, показывающее взаимосвязь межу характеризующими его величинами|
24936|12|За статистическими законами, управляющими поведением макроскопических систем стоят точные динамические законы|
24937|20|Внутренняя энергия тела А меньше внутренней энергии тела В|
24938|11|единственный поворот и три оси вращения|
24939|57|не изменится|
24940|71|когда скорость относительно мала|
24941|42|потому что возникает центробежная сила|
24942|54|поскольку она не была получена на практике|
24943|67|сила с которой тело действует на опору|
24944|45|десять к одному|
24945|32|поскольку ими можно пренебречь в данной задаче|
24946|72|момент когда эти условия установлены не важен|
24947|27|моменту инерции в пространстве|
24948|21|изменение скорости вращения Земли|
24949|88|они направлены в другую сторону|
24950|48|поскольку отличаются массой|
24951|69|это вращательные движения|
24952|95|круговым|
24953|63|это приборы для измерения температуры|
24954|61|поскольку другие отсчитываются от нее|
24955|56|когда между ними нет теплопередачи|
24956|65|это количество вещества, содержащее число Авогадро структурных формульных единиц — реальных частиц|
24957|20|определить степень ионизации тела|
24958|79|они находятся в средних своих значениях|
24959|8|соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами|
24960|16|в физическом подходе|
24961|22|теорема Карно|
24962|51|значения давления и температуры|
24963|12|законами термодинамики|
24964|58|температура и давление|
24965|94|значения температуры и давления|
24966|93|давление или объем|
24967|9|три|
24968|72|в совершенно одинаковые условия|
24969|57|Увеличилось в два раза|
24970|95|По окружности|
24971|11|Один|
24972|21|Явления внутри и вне планеты|
24973|88|Никакому реальному взаимодействию тел они не соответствуют|
24974|45|Площади одинаковые|
24975|27|Равна удвоенному моменту инерции приложенному в этой точке|
24976|67|Сила реакции опоры|
24977|48|При одинаковых массах моменты инерции полых тел больше, чем сплошных. Поэтому на долю вращательного движения у полых тел приходится относительно большая кинетическая энергия, чем у сплошных.|
24978|71|Если тела движутся с постоянной скоростью|
24979|32|Потому что эти силы действуют как на рассматриваемое тело, так и на саму Землю. Иными словами, взаимное движение тел, находящихся в однородном гравитационном поле (неоднородностью этих полей мы пренебрегаем), можно рассматривать без учёта этого поля.|
24980|54|Из-за многочисленных переменных таких, как относительная скорость Земли к Солнцу, широта старта и тд.|
24981|42|Действует центробежная сила|
24982|79|все процессы|
24983|69|Одинаковое количество степеней свободы|
24984|51|при нормальном атмосферном давлении|
24985|63|Термоскоп прародитель термометра|
24986|58|Ограничительные|
24987|16|Переменными, которые используются|
24988|20|Теплота передается от тела В телу А|
24989|61|Абсолютная температура связана со средней кинетической энергией|
24990|93|Кельвин|
24991|8|соотношение, отражающее для конкретного класса термодинамических систем связь между характеризующими её макроскопическими физическими величинами|
24992|9|сколько и для макроскопического описания равновесного состояния|
24993|94|При нормальном атмосферном давлении|
24994|12|Макроскопические термодинамические параметры, описывающие систему целиком, имеют смысл средних значений (за большой промежуток времени) каких-то функций, характеризующих динамическое состояние системы.|
24995|56|два тела содержат одинаковое количество теплоты|
24996|65|вещества системы|
24997|48|потому что полые тела легче, чем сплошные тела той же геометрической формы|
24998|22|Закон термодинамики|
24999|69|В начале пируэта балерина становится на носок и, отталкиваясь другой ногой от пола, сообщает себе некоторый вращательный импульс.Готовясь к прыжку(сальто), акробат несколько наклоняется вперед, поднимает руки и затем прыгает, сообщая себе при этом вращательное движение. Через мгновение акробат переходит в положение б, его момент инерции уменьшается, и по закону сохранения момента количества движения он начинает быстро вращаться.|
25000|57|увеличилась в 2 раза|
25001|71|В общем случае абсолютно твердое тело имеет 6 степеней свободы, и для описания его движения необходимы 6 независимых скалярных уравнений или 2 независимых векторных уравнения.Поскольку движущаяся точка О — это центр масс тела, то масса тела), то есть уравнение моментов относительно движущегося центра масс имеет такой же вид, что и относительно неподвижной точки.|
25002|42|Кориолисова сила инерции (или просто кориолисова сила) которая действует перпендикулярно к относительной скорости тела, движущегося во вращающейся СО, и поэтому искривляет его траекторию. Очевидно, эта сила является гироскопической и не совершает работу. Если тело покоится во вращающейся НСО, то на него Кориолисов сила не действует. Оно лишь подвергается действия центробежной силы. Как тело начнет двигаться (в отличном от направлении), оно будет подвергаться еще и действия кориолисовой силы. Вот почему удержаться в транспорте на поворотах легче в неподвижном положении, чем при движении.|
25003|21|Колебание продолжительности солнечных суток приводит к тому, что истинное солнечное время также колеблется относительно среднего солнечного времени. А именно: в результате накопления отклонений продолжительности солнечных суток от 24 часов солнечные часы спешат или отстают в зависимости от момента отсчёта.|
25004|67|Вес тела - это сила, с которой любое тело вследствие притяжения Земли действует на опору или подвес.|
25005|11|Тело, имеющее одну неподвижную точку, из одного положения в любое другое можно перевести одним поворотом вокруг оси, проходящей через неподвижную точку. Эту ось называют осью конечного вращения. Положение тела с неподвижной точкой относительно некоторой системы отсчета можно полностью определить, если задать на какой-либо неподвижной сфере, описанной из неподвижной точки тела, положение сферической фигуры, скрепленной с этим телом. За сферическую фигуру можно принять любую часть поверхности сферы таким же радиусом, что и радиус неподвижной сферы, который обычно принимают равным единице|
25006|72|Однородность времени означает, что если в два любые момента времени все тела замкнутой системы поставить в совершенно одинаковые условия, то начиная с этих моментов все явления в ней будут протекать совершенно одинаково. Однородность пространства означает, что если замкнутую систему тел перенести из одного места пространства в другое, поставив при этом все тела в ней в те же условия, в каких они находились в прежнем положении, то это не отразится на ходе всех последующих явлений.|
25007|88|Силы инерции - фиктивные силы, возникающие вследствие ускоренного движения системы отсчёта.|
25008|32|При рассмотрении планетных движений мы не учитывали движение Солнца, считая его массу бесконечно. Кроме того, при движении вблизи Земли мы будем пренебрегать силами гравитационного притяжения Солнца, Луны и планет|
25009|45|Второй закон Кеплера гласит: за одинаковые промежутки времени радиус-вектора планет описывают одинаковые площади.|
25010|54|3-ю космическую скорость обычно определяют как параболическую при M = M (масса Солнца) и R = 1 т.е. (радиус орбиты Земли), получая значение V3 = 42 км/с. Но при старте с поверхности Земли или с околоземной орбиты необходимо преодолеть еще притяжение планеты|
